bid,name,city,state,lat,long,star,reviews,num,cat
pW2YJJHHDhs2GgMsbj9FbQ,Zita Mediterranean Eatery,Mesa,AZ,33.383932,-111.6849409,2,4,21273,Restaurants
LExIN2v3S3o91CQl4vYPEA,Retablo - El Toro Loco,Cave Creek,AZ,33.8332811,-111.9513331,4.5,6,21274,Shopping
QPRH4FGf1PEgYq6RW-t4Eg,Redline Marketing Co.,Gilbert,AZ,33.346019,-111.83026,5,5,21275,Professional Services
LFD2IAZUmtPIddFJDcBkYw,New York Pizza Department,Phoenix,AZ,33.44341,-111.993675,3,5,21276,Restaurants
MCfL42yugw_KDVjSSX68xw,Sun Valley Hope Animal Hospital,Glendale,AZ,33.539303,-112.2976616,4,16,21279,Pets
JdgDx4FRvcWGYoLv1meq0A,LJ Nails,Gilbert,AZ,33.335917,-111.8088752,3.5,5,21281,Beauty & Spas
lSPgVqTvh5vjrWl0Lv0awg,RPM Phoenix Metro,Phoenix,AZ,33.583212,-112.10886,1,7,21282,Home Services
w9VoUxYXfhAV7KnoFD24sg,Great Big Smiles Orthodontics,Phoenix,AZ,33.486924,-112.078547,5,3,21288,Health & Medical
h_WtRK_umSU8LCCmAeqbFA,Pig & Pickle,Scottsdale,AZ,33.48124,-111.90979,4,361,21289,Restaurants
PHha2OcNdRA4dadK8mMhLw,Hola Cabrito!,Phoenix,AZ,33.401713,-112.0471721,4.5,3,21292,Food
sfax6iIV4DYMWhCJshlXIQ,Starbucks,Surprise,AZ,33.63739005,-112.4252274,3,5,21297,Food
638KbE3REls3O3bbOPLnUA,Firehouse Subs,Chandler,AZ,33.27637362,-111.7917213,4,23,21301,Restaurants
B4W7dj3rmALPDnO-KnIiKA,Caliber Collision,Tempe,AZ,33.3421449,-111.9622493,4.5,9,21303,Automotive
74dalJbXUV6E1riFGD-AVg,McDonald's,Phoenix,AZ,33.439648,-112.026154,3,4,21305,Restaurants
I4vC08JXAFjXszUZAszh2Q,Native Grill & Wings,Glendale,AZ,33.638365,-112.216355,2.5,48,21307,Nightlife
teuV97i82bhr5MaBj6rwyg,Hungry Howie's,Glendale,AZ,33.5389825,-112.2177045,3,5,21308,Restaurants
6qKZB-khIqP3b5S5Q-46RQ,CrossFit Incendia,Peoria,AZ,33.6785889,-112.2259429,5,9,21312,Active Life
X6PFtUdbCIOrr0r5suKlRg,Big Wa Chinese,Tempe,AZ,33.395162,-111.97828,3.5,17,21314,Restaurants
8Z8-p2heflsmFM213elOWQ,All-American K-9 Dog Training,Phoenix,AZ,33.65192909,-112.1008583,5,6,21315,Pets
nCa9q1zGE8y-lNPHfMZTNw,Golden Hawaiian BBQ,Mesa,AZ,33.39380264,-111.8688049,4,24,21316,Restaurants
hiXt1iC9nJh3--kz80zRtA,Eastwind Sushi And Grill,Chandler,AZ,33.30429574,-111.840548,3.5,42,21318,Restaurants
qC1XjpgGDfWT0RfLApWOzw,Affordable Laser Hair Removal And Skin Transformation,Tempe,AZ,33.392384,-111.926508,5,3,21319,Beauty & Spas
aExWPWocqUUW7Hh40H7fnA,Cold Stone Creamery,Chandler,AZ,33.26399855,-111.856509,4.5,5,21322,Food
3j2rCdIeawur0iyKPwARjw,Planet Fitness,Mesa,AZ,33.40670776,-111.7745361,4,18,21323,Active Life
Yvk6VWr6SVg6PG4jIep6rQ,I Sushi & Teppan,Chandler,AZ,33.31924104,-111.9258497,4,111,21324,Restaurants
KKQ5hirwBMKOyLR5sm8u9Q,Yandy Lingerie,Phoenix,AZ,33.864575,-112.151062,3,11,21325,Shopping
_HGheM2jzKEZFqkT4kyViQ,Cartel Coffee Lab,Phoenix,AZ,33.43419008,-111.9943392,4.5,131,21326,Food
7vOVppIa3aNDfsR4uZSl8A,Firebird Balloons,Glendale,AZ,33.65470355,-112.1524547,5,5,21333,Hotels & Travel
DiVaj3YY6rejFD7Vkduyyg,Global Investigations and Security,Scottsdale,AZ,33.6253263,-111.9119445,4.5,3,21335,Professional Services
dFbqdxFh8EHBuPl8LjWHEg,AZ Insurance Team,Tempe,AZ,33.3357811,-111.9442047,5,5,21336,Financial Services
vX5foUAS_4YNhtlAilv14w,Avi's Barber & Salon,Phoenix,AZ,33.5313451,-112.0645002,4.5,8,21337,Beauty & Spas
APDwoLz9Aq1Spr-qEb4KPw,Goodwill,Scottsdale,AZ,33.616365,-111.927158,4.5,14,21338,Local Services
HrSowDDXw71VD_d-4g7I5g,The Yard,Phoenix,AZ,33.519553,-112.0651591,3.5,308,21340,Food
a38O9SOg267dDgoacKUYag,A+ Computer Service,Cave Creek,AZ,33.729233,-111.988061,5,3,21342,Local Services
0RlbWChoXr78-H6gs_SjEA,WiredUp Installation,Fountain Hills,AZ,33.60746,-111.714656,5,5,21345,Home Services
_JG_kjfu3npEWIvy2HhZ9w,The Lost + Found Resale Interiors,Scottsdale,AZ,33.62679872,-111.9194187,4.5,10,21347,Shopping
7Jut4P7kkrxDHDHC2hS4Ng,Bikram Yoga Rio Salado,Mesa,AZ,33.4299358,-111.8734717,5,9,21350,Active Life
2qPeMxWSMtkg85POh_k9sQ,Rebecca Vinacour Photography,Phoenix,AZ,33.457453,-112.060988,4.5,9,21355,Event Planning & Services
FhHrsahT7IEz5hoTJ5C8Lg,Perfectly Polished Nails,Phoenix,AZ,33.526208,-112.064423,5,6,21364,Beauty & Spas
amIKbXtk8TCoySw_xBjFKg,UNION Biltmore,Phoenix,AZ,33.5102068,-112.0272041,4,33,21365,Food
MmafQlWPPu0qbA7_1ayHNg,Nando's Mexican Cafe,Chandler,AZ,33.276277,-111.8748842,3.5,92,21366,Restaurants
OZTTz-Or_dslISqrgyXXeg,Hamburger Yumi Yum,Phoenix,AZ,33.4729489,-112.0476466,4.5,5,21367,Food
gV8F5m9VghmpLEa1kJRTeg,Envy Nails Spa,Peoria,AZ,33.6111434,-112.2042719,4,48,21369,Beauty & Spas
XE97ojT9YLYpT3ym1V4qRA,Sugar Jam Cookies,Phoenix,AZ,33.6789932,-112.0301297,5,4,21371,Food
S3nqYgU7Y4Hwm82oKof03w,SweetWater Systems,Phoenix,AZ,33.635652,-111.88186,5,4,21373,Shopping
RR_pU9zatY4IVRlS43dCGw,Citrine Natural Beauty Bar,Phoenix,AZ,33.5102068,-112.0272041,5,8,21374,Beauty & Spas
qdbtpxgfYp0aBZdg4jEFIQ,101 Hair & Nails Salon,Phoenix,AZ,33.6774242,-112.030592,4,19,21375,Beauty & Spas
llfHYZ4CP1VXP58tYh4eFQ,Soft Water Plus,Phoenix,AZ,33.84834,-112.07261,5,3,21379,Home Services
GicnpfJ8yjbRQqaZu9uA-w,Innerlight Dance Center,Phoenix,AZ,33.220295,-111.867508,4.5,4,21381,Active Life
BTY5H0QErfUbxGqKqciYDg,Cactus Hobbies,Phoenix,AZ,33.597474,-112.119087,3,3,21382,Shopping
EPLMP3dTrNwhUlgGQq0E8A,West Valley Rv & Marine,Avondale,AZ,33.4494991,-112.3440536,2,3,21385,Automotive
1JXCQLdUZSWJqghmLovl4w,Cafe Cornucopia,Chandler,AZ,33.3183691,-111.9276449,4.5,66,21386,Restaurants
EHrC8_RtpbjkYgDDdmELGQ,ASU Food Truck Block Party,Tempe,AZ,33.4243592,-111.9366469,4.5,4,21387,Food
2nGQW91SE-2o5dX32kQ-tQ,Butt Out,Phoenix,AZ,33.4768431,-112.0646608,5,73,21391,Shopping
n87ZF6btSU6Tmoq4AeGDiQ,Eddie's European Bistro,Surprise,AZ,33.640277,-112.4218166,3,5,21392,Restaurants
JIX54YCDVh4ntZZGnuLBEw,H&M,Glendale,AZ,33.53613321,-112.267571,3.5,10,21393,Shopping
x87JaKGK3-V3ybYXakUvwQ,Arizona Badminton Center,Mesa,AZ,33.40905899,-111.8783865,4.5,5,21400,Active Life
O__xpt1zx5o5BmCpvaVYfA,Traffic Survival School,Phoenix,AZ,33.512439,-112.046591,5,3,21401,Education
2CYq8c3vUlzW2mEkV1Dg1Q,Public Storage,Mesa,AZ,33.37959,-111.768184,5,8,21403,Local Services
2K658suRNthBm-IP8SjMuQ,Coach,Glendale,AZ,33.53444466,-112.2662608,4,17,21407,Shopping
iMOcYSfhrpWEbVnQnFvIHw,Paideia Academy of South Phoenix,Phoenix,AZ,33.3759938,-112.0487355,5,3,21410,Education
rlK6fzjSQg8SVF0wGsPQ1Q,El Lorito,Phoenix,AZ,33.40691757,-112.0811234,3.5,3,21411,Restaurants
kfjaz02lw2Enj99zXuNBeg,Valero,Scottsdale,AZ,33.57263184,-111.8866348,3.5,3,21414,Food
uwMAwsGU2HT3GVuTdgL5LQ,Tucker Blalock,Phoenix,AZ,33.5099969,-111.9880736,5,10,21418,Real Estate
XEdBJi1WZzvatmkxFEIlOw,Goodwill Industries Thrift Store,Chandler,AZ,33.2905775,-111.8381304,4.5,4,21419,Shopping
NkGQRN6ahwQoFEAlHq8NHg,Blue 32 Sports Grill,Phoenix,AZ,33.6554989,-111.9299197,3.5,71,21420,Restaurants
IURIbkgQgHXAgwX6hAgiNQ,Gertrude's,Phoenix,AZ,33.463851,-111.941673,3.5,157,21421,Restaurants
pbVL3t783OyO701yK5W08g,Mama's Italian Deli,Tempe,AZ,33.4217189,-111.9542269,4,9,21424,Restaurants
8DhnUSEPDg2lCCkaNzq3Gw,Einstein Bagels,Chandler,AZ,33.26345825,-111.8574982,2.5,5,21425,Food
i2eC8Iw7Ud5AlTaXtnOL_Q,Banana Republic Outlets,Glendale,AZ,33.53882431,-112.2680129,4.5,4,21427,Shopping
DnA5Ec7DOvaaCxmnLx2iYw,Louisiana Fried Chicken,Phoenix,AZ,33.47987,-111.9978239,3.5,40,21428,Restaurants
qLewGIvqwc4w8KnNeGxulw,Aunt Abby's Confections,Scottsdale,AZ,33.585636,-111.926761,5,14,21429,Food
4bOhbhM3wLYFCpJpJuXrug,House of Diamonds,Phoenix,AZ,33.6102929,-111.9765967,5,11,21437,Shopping
yBv1gcLXabzlGvZNs2sxug,Jaxon's Bar & Grill,Scottsdale,AZ,33.4522676,-111.9261275,2,6,21438,Nightlife
rNVzF9mIIkbeie5nMydiyg,Paradise Bakery,Mesa,AZ,33.3098443,-111.6691804,2.5,4,21439,Restaurants
PqwLZoOF_qJf6NoN9OyFbg,Arizona Airbrush Studio,Scottsdale,AZ,33.4932797,-111.9176864,5,91,21440,Beauty & Spas
Yp4YyfWyjBF588V4oBEnuQ,Storage Doctor,Gilbert,AZ,33.329856,-111.69598,5,4,21441,Home Services
rluuxDPHiP9Z4qtNO66eTw,Daily Bistro,Phoenix,AZ,33.5106171,-111.9866163,3.5,25,21442,Restaurants
2JH55aLSfKvg_711rGcZLQ,Great Clips,Scottsdale,AZ,33.4787159,-111.9255906,4,7,21443,Beauty & Spas
6HzJOvPwMLLuGI4kYf4iZQ,Tep Grill To Go,Avondale,AZ,33.4928229,-112.2859562,4.5,5,21445,Restaurants
KWrWkq9KMA817VXRYDA1Mg,Sprint Store By Fast Wireless,Tempe,AZ,33.4293621,-111.9001316,2.5,3,21446,Shopping
LgVCqN9PjXjHqfQVK_iYTw,WhizKidz Preschool,Phoenix,AZ,33.608904,-112.01376,4.5,11,21448,Local Services
Yi2_WbqDjeUrZn7WhdFA8w,Voila French Bistro and Wine Bar,Scottsdale,AZ,33.5747251,-111.8619471,4,50,21449,Nightlife
1b42xcbuyYZFvEnDjU8QIw,Stress Away,Phoenix,AZ,33.522372,-112.09641,4.5,3,21450,Shopping
SxwY78pKazyCXLuzrkCqUg,Vanity Blowout Bar,Scottsdale,AZ,33.6302345,-111.8880721,4.5,38,21451,Beauty & Spas
IoGTYoblT4NINuet-sERAw,J J North's Country Buffet,Scottsdale,AZ,33.4626163,-111.9269743,2.5,8,21453,Restaurants
HspFKZ8ynwIpyeI3WNNjAA,Furama Nails,Chandler,AZ,33.3060609,-111.8773533,4,24,21454,Beauty & Spas
J6Z07awpkFWll20ReuHY9Q,Aloha Cakes AZ,Scottsdale,AZ,33.58657538,-111.8176929,5,7,21457,Food
po40zxGvjPZXcNCwweUdiQ,Mailboxes & More,Phoenix,AZ,33.3067372,-112.0537905,4,6,21458,Local Services
bb9edeoz_hmC6vSHYOU8kA,JR CUTS,Phoenix,AZ,33.4949218,-112.0638413,5,9,21460,Beauty & Spas
969H56ate3CpygMZxfioDQ,International Academy of Hair Design,Mesa,AZ,33.3892,-111.86058,4,6,21462,Beauty & Spas
yUCRw9-KbQa1sfBN23Pseg,United States Post Office,Glendale,AZ,33.53257751,-112.1770935,4,4,21464,Public Services & Government
mGf2vnj-mbGfqQcfeoOl0g,CrossFit Incite,Mesa,AZ,33.2844465,-111.644648,5,3,21470,Active Life
8XmJg-Uy9FtOqlDOaSJsZw,Petersen's Old Fashion Ice Cream,Scottsdale,AZ,33.49843839,-111.926764,4,37,21473,Food
OuJhMeYNri0i7eUeKlZwuA,Wilhelm Automotive,Scottsdale,AZ,33.6312807,-111.8939921,5,6,21474,Automotive
SqtqHxqNcwwH8rv4XB3Q1w,Lucky Day Nails & Spa,Goodyear,AZ,33.45097733,-112.3516159,3,6,21477,Beauty & Spas
wmjyhv_pEYd_wi3XhVS6rw,Blue Parrot Pizza And Ice Cream,Goodyear,AZ,33.4522698,-112.3917376,3.5,7,21479,Food
P6S2faevnR4y89lFs6Zw5Q,Huauchinango,Mesa,AZ,33.4228607,-111.8659853,4.5,18,21480,Restaurants
DttDhELFKdueDqFp45idHA,KiKu Revolving Sushi,Glendale,AZ,33.65428446,-112.2348992,3,78,21481,Restaurants
lDfOWrCxQ1xEG8A9JvCs2w,Az Vip Transportation,Scottsdale,AZ,33.584122,-111.861887,5,3,21482,Hotels & Travel
ctrgV3Yn-DGWhF9_DCukaA,Shamrock Towing,Phoenix,AZ,33.48743327,-112.123429,1.5,3,21483,Automotive
qk0u9PzBrRYo_pG5Lg2c8w,Great Value Taxi Cab,Phoenix,AZ,33.468478,-112.010021,4,12,21484,Hotels & Travel
swuZvAsztWfd1W4aZIwG1A,UltraStar Multi-tainment Center at Ak-Chin Circle,Maricopa,AZ,33.024029,-112.050796,4,40,21485,Arts & Entertainment
mSso4OtVKrLn4-BVdwAGwA,The Original BBQ 2 U,Phoenix,AZ,33.4070899,-112.037968,2,9,21486,Restaurants
Bz6u4IReemkw4C5OAa1iIA,Maricopa Auto Spa,Maricopa,AZ,33.05581665,-112.0484619,2.5,4,21488,Automotive
ff9FIHbKAx80wgCKKwsESg,Yelp Shops Local Holiday Shopping Crawl,Scottsdale,AZ,33.497568,-111.929223,4.5,10,21490,Local Flavor
rltwWxhcZuciCzNNnFxuUA,Mr Clean Carpet Care,Tempe,AZ,33.3783605,-111.9575195,5,25,21492,Local Services
GMcgmVw6PbNpMhjuWcNWTQ,Iss's Magic Mixes,Chandler,AZ,33.3091946,-111.8210866,5,4,21494,Food
M99oA5-pXyqQCAPgiPMuxA,Zoolights,Phoenix,AZ,33.4512357,-111.949955,3.5,58,21497,Active Life
xHTPzzu1nln5Ix3wEOILSg,Scruff's Dog Food Company,Goodyear,AZ,33.48546906,-112.363143,5,8,21499,Pets
Qva-1-qIJnvWoksmlzwSBQ,Ticketnetwork,Scottsdale,AZ,33.5669912,-111.8985922,1,3,21503,Arts & Entertainment
4C-lKI0L6bloWChrqXM5Jg,Kaleidoscope Juice,Scottsdale,AZ,33.4937481,-111.9307011,4.5,39,21504,Food
b8olDL4gMsQXBT1NqBkhWg,Krispy Kreme Doughnuts,Mesa,AZ,33.4153264,-111.874115,3,24,21505,Food
PadIX4qors5_7UOI93DrIQ,Pampered Polished,Phoenix,AZ,33.6389203,-112.1506377,4,6,21508,Beauty & Spas
Pi7Dz9RNml9r7WEySlv-Ug,Marmalade Studio,Tempe,AZ,33.4243562,-111.9416441,5,3,21513,Beauty & Spas
H8Ol1r4JOKuG7r7qDUMM1A,Destination Kona,Scottsdale,AZ,33.615544,-111.954623,5,5,21515,Shopping
_6FcnmxrlrbdF3qPBVSD8w,Starbucks,Surprise,AZ,33.60935351,-112.3926374,4.5,3,21519,Food
XyHJTg5zGDh5ckwJxahQ-g,Integrative Body Dynamics,Phoenix,AZ,33.48112,-112.071343,5,4,21520,Health & Medical
JrrxC5xTJPfCPiPqFLNO1w,U. S. Air Duct Cleaning,Scottsdale,AZ,33.6196854,-111.8747491,1,5,21522,Local Services
ujkFN6kSrXVzq3epVeWmzQ,Record Room,Scottsdale,AZ,33.4972763,-111.9259415,4.5,23,21524,Shopping
M0qJweLJaNO2ikd8koYn4w,Bonjour Vietnam,Phoenix,AZ,33.4504587,-112.0740771,3.5,62,21525,Restaurants
DEj9tDg0IyRmGsLDMAM7hw,AAA Arizona Auto Repair,Chandler,AZ,33.30474,-111.948386,4.5,9,21526,Automotive
uTZFsTkCoHnSunh3UovL3A,Krispy Creations,Glendale,AZ,33.5391059,-112.183341,3.5,29,21529,Food
NQ-fN-coqVu-oIDDDsFffQ,Fabulous Smiles,Mesa,AZ,33.437778,-111.734964,4.5,3,21530,Health & Medical
VniR7lMqEAFj7_4LLKs-7A,Hard Goods,Phoenix,AZ,33.5138038,-112.0737053,5,7,21533,Shopping
D0WE1MX08WW-kXifDGifkA,NOSH Arizona,Chandler,AZ,33.322376,-111.911819,4,83,21535,Food
0rbT0Nf-A56t4DnYIIvy-Q,Cafe Zupas,Mesa,AZ,33.379618,-111.757045,4,93,21537,Restaurants
qBNw_koHCxqzW6FRib4eZw,Mexican Tile & Stone Company,Phoenix,AZ,33.62601089,-112.1033707,4,5,21539,Home Services
kc2BVXCX6GA3DVrMKERbGw,Dutch Bros. Coffee,Phoenix,AZ,33.60216321,-111.9880754,4.5,60,21541,Food
94cR3T1rrPoL2uvM5sWWHg,Josephine's Italian Restaurant,Mesa,AZ,33.364446,-111.669196,3,9,21542,Restaurants
52mYdQK5U7q9navRWmODvQ,North Mountain Visitor Center,Phoenix,AZ,33.59950241,-112.0659742,4.5,4,21544,Public Services & Government
DMtNAiybw2XICAimvlFaLg,McDonalds,Gilbert,AZ,33.2356987,-111.7211075,1.5,15,21546,Restaurants
pmmjRAhvO624WQOz20M-jA,Eastside Records,Tempe,AZ,33.42310229,-111.9365241,5,9,21549,Shopping
yXe0JtEK2PDbF-nH4OFbBw,Mug A Bug,Glendale,AZ,33.541674,-112.207089,5,3,21552,Local Services
GXnF_6q8b28VKqrRc1Kq7w,Blast Fitness Union Hills,Phoenix,AZ,33.6560582,-112.09834,3,11,21555,Active Life
QMTaC3-LNXgLHjCK01Zw5w,Arizona Donut Co,Tempe,AZ,33.40766579,-111.9549352,4.5,70,21556,Food
TPD-9S9lI7YnO_P6eXX4gA,European Wax Center,Chandler,AZ,33.264079,-111.85831,4,26,21557,Beauty & Spas
fHssE8P0JYd4sEcMTR9WdQ,Two Guys Barbershop,Gilbert,AZ,33.306356,-111.7183025,4.5,34,21572,Beauty & Spas
Udupw_J-oQHLaLO0FXIQDg,Nothing Bundt Cakes,Phoenix,AZ,33.49571804,-111.9892993,4.5,26,21576,Food
e5_XDqHPjNtxgdlAFzgxDw,Diane's Hallmark,Chandler,AZ,33.3022462,-111.897967,3,3,21577,Shopping
B-sTZPVQjZUNNICer6VhYg,McDonald's,Wickenburg,AZ,33.9718509,-112.7250289,2,7,21579,Restaurants
km0jyeBjpL6g6XV4TCqufw,POLISH GOODIES BISTRO,PHOENIX,AZ,33.5661308,-112.0637038,4.5,14,21580,Restaurants
CaQHhKtxJilQlOmUJbc-mg,Wells Fargo Bank,Phoenix,AZ,33.5096131,-112.0384914,2.5,3,21588,Financial Services
WeMRreetiQ5iQnTtLKVZnw,Wells Fargo Bank,Phoenix,AZ,33.4806523,-111.9863022,2.5,6,21590,Financial Services
IYia_3RHB60NcY0uladRnQ,Wells Fargo Bank,Phoenix,AZ,33.5380078,-112.0646544,1.5,4,21591,Financial Services
batQtbTwaIzK2o6sONqH7Q,Arizona Organix,Glendale,AZ,33.5382608,-112.1728068,3.5,9,21592,Health & Medical
C-frmXCGIhmmu0FP17GhRQ,Capriotti's Sandwich Shop,Phoenix,AZ,33.524634,-112.046985,4,70,21595,Restaurants
Cj4fPVqBsSeA5V54I6Ttlg,Burlington Coat Factory,Phoenix,AZ,33.47623363,-111.9846698,2.5,4,21596,Shopping
lSlfbGPYtQ8bARSEiN9cYw,Taco Bell,Surprise,AZ,33.6389,-112.4184,3,10,21598,Restaurants
6Zi7nEX_nxuUvzmfWJYMlQ,Barro's Pizza,Phoenix,AZ,33.6702216,-112.1218935,3,21,21601,Restaurants
ldhpbidKZmiX6jx9zB-J8Q,Aveda Institute Phoenix,Tempe,AZ,33.3387415,-111.9687762,3.5,15,21602,Education
WnFX7mNcqpOZ1Nl9xwnLCw,MyBizNow,San Tan Valley,AZ,33.1612037,-111.5608768,5,3,21603,Local Services
1cCF9wHMJIaaQmj7wqRqMg,The Nile Cafe,Scottsdale,AZ,33.4656086,-111.9290649,3,4,21604,Restaurants
A06Ct4ZTa7QHVhd-JJU3rA,Bruegger's Bagels,Phoenix,AZ,33.53704826,-112.047336,3.5,5,21607,Food
5iYdwupq9xiko0PCUAY6hg,Dutch Bros Coffee,Peoria,AZ,33.61008,-112.239527,4.5,120,21608,Food
I6mqi3f1_2rl19dn4PiKgg,The Orthopedic Clinic Association3,Phoenix,AZ,33.50619507,-112.0336685,3,11,21609,Health & Medical
83nWnjqWcvJCQ49IHwNh1Q,New York Pizza Dept.,Phoenix,AZ,33.43762842,-111.9970336,3.5,30,21610,Restaurants
5cA0fBYsNagnDot1AATykA,Hanzys Seafood,Queen Creek,AZ,33.25003758,-111.634486,4,16,21611,Restaurants
LSpjrLrqp9ea5XYg6E_mXA,Rogoz Electric,Peoria,AZ,33.68055443,-112.2505259,5,8,21613,Home Services
mqLIvIVWmV00VWo3L5pj3Q,Cowboy Ciao,Phoenix,AZ,33.43690166,-111.9943682,4,126,21616,Restaurants
VDzgxHjMJj-1nMfJMtcSPQ,Over Easy,Gilbert,AZ,33.3349363,-111.7851402,3,129,21617,Restaurants
GySv0bydiTOkP5yj1YQImA,The Best Ever Subs and More,Phoenix,AZ,33.678092,-111.9694565,4.5,13,21619,Restaurants
qv-D7ZSN56g7JNuUgsyxxA,Mojo's,Fountain Hills,AZ,33.623121,-111.717883,4.5,32,21621,Event Planning & Services
iKY2EGEVPxiAgIWC6vcFUw,Lariat Grill,Carefree,AZ,33.822031,-111.90897,3,8,21622,Restaurants
RSZGcM_TSzFOQxqvrH_AbQ,Mountainside Fitness,Phoenix,AZ,33.444799,-112.066662,4.5,16,21624,Active Life
k-mgClq6Burl9CGIExPEHA,The Gap Outlet,Glendale,AZ,33.53452668,-112.2679138,2,4,21626,Shopping
Fj1hUPjCOJmrh_76YwWzMw,Motel6,Chandler,AZ,33.30421192,-111.9688901,1.5,8,21629,Hotels & Travel
JdTCJkk2iM2hI-sY0i5Jag,Samurai Asian Bistro,Goodyear,AZ,33.45014572,-112.3426132,4,17,21630,Restaurants
6YH9ezAC31gbpnT3bnZAsQ,La 15 Y Salsas,Phoenix,AZ,33.5710426,-112.0914133,4.5,16,21632,Food
7z9qDPOQr25fanJ73XYcXw,Michael Kors,Scottsdale,AZ,33.5027898,-111.9292397,4,6,21634,Shopping
NoA2jM846BobEdXTzNjtYg,Ultra Star Ak-Chin Cinema,Maricopa,AZ,33.0244721,-112.0477115,4,11,21636,Arts & Entertainment
-3jSU7oWrDqRgV68TWtlOg,International 88 Market,Phoenix,AZ,33.5672322,-112.1361274,2,7,21637,Food
MBP_0SA1yH6cGViwmECdOA,Salon Mila Stagecoach Village,Cave Creek,AZ,33.8204,-111.9521,3.5,3,21641,Beauty & Spas
z-ScJls8ILoLAnUG6zIJqA,Charming Charlie - Goodyear,Goodyear,AZ,33.462383,-112.360424,3.5,5,21644,Shopping
oFjwJO4W5uf2o1jPVR7AeQ,Panda Express,Scottsdale,AZ,33.48153027,-111.9257814,2.5,17,21647,Restaurants
lr_LqwMuM37hFkBnD1AGWg,The UPS Store,Scottsdale,AZ,33.51016617,-111.9114609,3.5,6,21651,Local Services
MGLP27pkD6w1FXb7iZ2utQ,The Office Salon,Phoenix,AZ,33.494904,-112.011783,5,26,21659,Beauty & Spas
oYG6cKkUhuTdCSZKdpmsdg,UPS Tempe Hub and UPS Store,Tempe,AZ,33.41234984,-111.9014748,2.5,3,21660,Local Services
QMvT_O0Y8U_ULBZmenh_EA,Four Peaks Tasting Room,Tempe,AZ,33.402505,-111.944133,4.5,58,21666,Food
J2LGgGy1b1V8e7yjDI_u7w,Olive Garden Italian Restaurant,Phoenix,AZ,33.580273,-112.118875,3,38,21670,Restaurants
B-9mkiNmeFZY2g-794MUJA,So We Meat Again,Phoenix,AZ,33.464257,-112.035242,4,14,21674,Food
8VrB_DskeT2jzKF5DILRYw,Bath And Body Works,Scottsdale,AZ,33.62590974,-111.9250475,3.5,4,21676,Shopping
foEOQjIpF9HR1MnXfFfLog,Bronzed Bella Organic Spray Tanning,Tempe,AZ,33.4183159,-111.9311939,5,7,21681,Beauty & Spas
e_Rh2Brcb4Dmx4MaRNrW8w,Clarity Chiropractic and Wellness,Phoenix,AZ,33.5077302,-112.0480109,5,13,21686,Health & Medical
MARnq1WoY-FY88ucIxYmGg,Salon D'Shayn,Phoenix,AZ,33.4661047,-112.0821925,4.5,76,21687,Beauty & Spas
2BQwRuhhyCuNXI-kM0owYg,Sacred Harts,Gilbert,AZ,33.3519301,-111.8210866,5,4,21690,Active Life
cSA2pB43cv71ffdIvaEodA,Cafeteria on Thomas,Phoenix,AZ,33.48020805,-112.0808312,4.5,30,21693,Restaurants
9LwLCihzKdgSLwkx8Giqig,City Wine and Spirits,Mesa,AZ,33.37889406,-111.690284,4.5,10,21694,Food
ZEuGHuIZfVXU3THVIMys9Q,Biltmore Square Condominiums,Phoenix,AZ,33.51107025,-112.0453949,4.5,5,21702,Home Services
sp1qzPudsiyhKs7Qhdvzvw,Weldon Dental Care,Phoenix,AZ,33.511391,-112.069119,1.5,6,21704,Health & Medical
kdDhb2Hy2662eKLSGHFetg,Queen of Maids,Phoenix,AZ,33.52307881,-112.06604,4.5,32,21705,Home Services
OFI8tngHQ3UWw-fCLmDv5Q,Barrel Grill & Modern Saloon,Peoria,AZ,33.627221,-112.236959,4,67,21706,Nightlife
OM-wStInVYhMHuxOvLvs5Q,Oil & Vinegar,Scottsdale,AZ,33.62498299,-111.9239902,4,9,21707,Food
83RLRT-MsvXQJrmIanqVYA,Spokes On Southern,Tempe,AZ,33.3930144,-111.9146171,4,131,21708,Food
gbLPR7iykaZaHtE2spUxwA,Dunkin' Donuts,Phoenix,AZ,33.5092763,-112.0362686,4,23,21709,Food
oE19Pyo5lJnVtmsaPY8Y_w,Starpointe Resident Club,Goodyear,AZ,33.3551647,-112.4300117,4.5,3,21712,Active Life
VLwK1hiqIIYmuNhjfRC-Hw,LoAnn's Nails Spa VIP,Tempe,AZ,33.4072285,-111.9244348,3,18,21713,Beauty & Spas
GLmISfAZwznMqDJB5BFxtQ,Arrowhead Health Centers,Scottsdale,AZ,33.4779003,-111.9257575,3.5,3,21714,Health & Medical
4Y9-JiDz9EVR_-UkUv4dYg,Culinary Dropout,Phoenix,AZ,33.5194664,-112.0653473,3.5,165,21716,Nightlife
uiyrX3ZWO48tx4G4nAipbw,Julie 2 The Rescue Alterations,Chandler,AZ,33.3008786,-111.8295875,3.5,3,21721,Local Services
IAKgni8zlUjnfkKFT-nVAQ,Agave Southwest Bar and Grill,Scottsdale,AZ,33.6380414,-111.8965896,4,5,21727,Restaurants
yGskaovVhLSTrwmf7JbKlg,Gina's Homemade,Scottsdale,AZ,33.5855766,-111.8344051,3,8,21728,Food
5criippxElHfQ2RHzl3cXg,Celebrity Tanning ,Cave Creek,AZ,33.771197,-111.979587,2.5,9,21729,Beauty & Spas
